Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles,
11/12/2020,United States,5,LyVea Oliver,Perfect Downgrade Size Wise!,"So I now have a toddler, and wanted to transition from her travel system stroller. This met the 3 things I wanted: easy to fold, lightweight, and cute.2 built in cup holders. Small, but decent size storage underneath. Super easy to fold up! Took very little time finishing the assembly. Only small issue is the canopy pops off sometimes when I fold it up. Not a huge deal though. And I love the handles, makes for easier steering! I had this style handle with her travel system so I wanted it again.",https://images-na.ssl-images-amazon.com/images/I/717wkyGlWxL._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R1W2KA7EFSK3UC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,2,B07SRVB6T6,Color: Pink/Black,
11/11/2020,United States,3,CZ,"Not bad, not great. Wheels skid, not easy to maneuver.","Used this for the airport and travel. It was adequate. The back wheels both wobble and the front wheels sometimes skid instead of roll which makes it more resistant to rolling. Difficult to maneuver or even keep straight one handed. Not bad for the price ($40), but not great either. It got the job done.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RPBNNUUVG0JNF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
11/08/2020,United States,5,eileen dietz,Great Stroller,Great little stroller. So easy to open and close. Fits under the backseat of my truck. Worth every penny.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R276E214VMBSGF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
11/06/2020,United States,5,Crystal L,Great stroller!,I love this stroller! Its very light and holds my almost 3 year old. I love all the compartments that it has and the drink holders. The only thing is that the wheels dont turn as good as I'd like but I can deal with it and it's not that bad. Great stroller to have!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RWR7217Q89FCV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
11/04/2020,United States,5,JENNIFER HELTON,Awesome,"This stroller is perfect, lightweight, easy to handle with plenty of room for storage. The price is great for what you get.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RO7GDRVK14U1K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
11/03/2020,United States,5,Holly,Easy and convenient,All around easy to use and extremely light weight!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RHMUILUAIZIO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
11/03/2020,United States,5,Carina Figueroa,How comfortable it is!,The best light weight stroller there is!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1C9IH01YKP9SE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
11/01/2020,United States,5,Amazon Customer,PERFECT FOR AIRPORT/TRAVEL,"PERFECT for the airport and traveling. I could fold it with one hand, it was easy to push, easy to toss in the trunk of the car, easy to check plane side. Would 100% buy again!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1IS4986N9XO4H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
11/01/2020,United States,5,M. LeClair,Wife wanted it... And then it won me over too,"So we have a wonderful, large stroller. I love the thing, my wife... Less so. Is about the size of her and she hates taking it in and out of the trunk when she wants to go for a walk with our daughter when I'm at work. I had no input on this purchase, I told her if she wants to get it to go ahead and log on my computer and buy it, so she did.I am actually really impressed with this. I was picturing those garbage flimsy umbrella strollers you see far too often. Is this as heavy duty as our big one? Nope. But, it's a great little stroller. Durable enough.. I mean I wouldn't take it hiking or something, but for going to the store, or to go walk around the park or something? Is perfect. Has storage beneath it too. Is also a fraction of the weight of the big one, and folds down really nicely to be carried.Not gonna lie, it won me over.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R17RJ43IOSCHZU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,2,B07SRVB6T6,Color: Pink/Black,
10/27/2020,United States,5,Nikki EP,It’s great,It was great! Easy to fold and fast - used it during a hurricane evacuation and it was quick and simple light weight,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2ITXWV4MSWA2C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/26/2020,United States,5,Janice,Love,Love it very convenient keep it in my car for my grandkids!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R27IUO8BM9Z2Y0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
10/25/2020,United States,4,Samantha Wortman,Stroller color good,Doesnt move as smoothly as I would have liked it too but other than that it's a good product but maybe not for almost $86,,,TRUE,https://www.amazon.com/gp/customer-reviews/R4ZWX83ZD9ZUN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
10/25/2020,United States,3,Tami Vinberg,Small,Way too small for my 2 year old. Definitely for younger kids.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3IPYSNFT3QKJ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/23/2020,United States,1,Amazon Customer,Used... I was buying new.,This item was used!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2WJLCJZUIRNTA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/23/2020,United States,4,Pavan,Very good umbrella stroller,"This is a Very sturdy umbrella stroller, light and easy to travel with. The dual wheel design makes it very sturdy... Highly recommended",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3SQ9XTW6OONXB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
10/23/2020,United States,1,Kindle Customer,Not at all good for sitting posture,"After reading the reviews, bought this product.Not at all good. 18 month old wasn't able to sit properly. Back is not at all supportive.Baby risks getting back problems because of the poor posture. This stroller seat can't be adjusted. Not sure how it worked good for other babies",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1251D6VJFY12D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,3,B07GGHVL64,Color: Blue,
10/22/2020,United States,2,Lizzie Absher,Not worth it,"I purchased this stroller because I needed something more lightweight and easier to use than the Chicco travel system I bought when my son was born. First off, it's almost impossible to fold down because the bar you're supposed to push up to unlock it, won't budge. I've bruised the top of both of my feet pulling back and up like the instructions stated and still had the hardest time. Secondly, the design looks great online but in person, it looks cheap. Lastly, my son hated sitting in it too since the seat doesn't sit straight up, it's awkwardly leaning back. What one year old wants to lean all back rather than looking at everything? Lastly, the wheels don't operate well and after just the first use, the tread is basically gone. Overall, buy a different stroller. The price point doesn't match what you're getting.",,,FALSE,https://www.amazon.com/gp/customer-reviews/R1INTXZD6WQEO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/22/2020,United States,2,Kylee,Just buy something better,"A lot cheaper made than I expected. The wheel became dented after my kids ran it into the counter 5 min after opening. I bought it to avoid a crappy umbrella stroller that would break in a few uses and this really didn't impress me in the least. I ended up buying a Britax B-Agile instead and well it's not technically an umbrella stroller and it's quite a bit more expensive I absolutely love it! 100 times better quality, easy fold, and easier to manuver.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2DR8IC5LEEJBY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/22/2020,United States,5,Leslie Ward,Great Stroller,"I get so many compliments on this stroller.... and I didn’t think it was anything special. I thought, I need a quick grab and go.. put the baby in the stroller and just go.... and that’s what it is. Nothing fabulous just like an umbrella stroller but a tad bit more upscale and cute!! Definitely a sweet buy for the price...",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2UD4Y146TM35A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
10/20/2020,United States,5,ELY,Good for the price,"Easy to fold, lightweight and was easy to put together.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2RXNMWJ6F4L48/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
10/19/2020,United States,1,Valerie,Useless after 3 months,My stroller broke after only 3 months of use. Extremely disappointed in this stroller.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1KNC7D2D3GOJV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/19/2020,United States,5,NC Guy,Perfect for our little girl,"Our old stroller of 10 years wore out and we replaced it for this one. It worked great for our most recent vacation. It travels great on hard surfaces, and even on gravel. Obviously better on hard surfaces, but I was impressed with the off road abilities.Also travels great on grass.The bag holder under the seat is smaller than my old stroller, but it's still big enough.Very light, and easy to use/ fold.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R13HAT7DGHCQ66/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
10/18/2020,United States,4,MyReviews,Good overall,Bought to keep at Nana’s house for walks. Like that it is lightweight and a good price. The front wheels do not maneuver well so that can be annoying.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RY8NRH55WS45G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/18/2020,United States,1,Stephanie D.,Lost a wheel,Very light weight loved it until the wheel came off on 1st use.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RTSF85KNHPS4B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/17/2020,United States,3,Alysia,Front wheels stick,I may need to break it in a bit more. It the front wheels tend to stick if there isn’t much weight on the stroller when it isn’t occupied by a child.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2U84DMC8P9QAG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/12/2020,United States,3,Veronica Hanson,Not long legged friendly!,"Overall, this was a great buy, just not for me! My son is 18 months, long legged and very squirrely. The foot stand for him is rubbery and very flexible. He likes to get his feet under it and drag his toes on the ground. He also likes to get his feet under it and around to the wheels so it gets caught on his shoes and then I can't push the stroller... 🤦🏼‍♀️ so if you have a well-behaved, short legged child, this stroller is great! Adequate storage space, good height, decent cover, easy to maneuver. I did return this to find a taller one.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RT3KZJKDQOGFM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/11/2020,United States,5,Hippychic1981,Great stroller!!,Awesome little stroller. Smooth!!,,,TRUE,https://www.amazon.com/gp/customer-reviews/RDC8IWVC1SIIN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/02/2020,United States,3,Sarah M.,Received broken and unable to use,Received broken and unable to use and on top of that their customer service is closed and it’s not even 1pm in California. Give me a break!Seems ok otherwise but a bit flimsy?,https://images-na.ssl-images-amazon.com/images/I/71hu6aXZL6L._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R26ITGZU94HMOY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
10/02/2020,United States,5,Samantha,Easy to use! Convenient!,"This is a great stroller. Very light weight and easy to fold. The little cover on mine always pops off on one side but that probably user error and is easy for me to fix. I love having this stroller though. It takes up less space in my car and is a lot lighter, super convenient. The basket on the bottom is a bit small but that is expected with a small stroller. The cup holder and zip able pouch is also very convenient.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3HDUMZTZ9HPXA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
10/01/2020,United States,4,Valerie Mojica,Easy set up process and lightweight,I like that it was easy to set up and it’s easy to store away and not heavy at all. I use it for my baby and she loves it and it’s easy to get around with.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3O3CNSSHYE89N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
09/30/2020,United States,5,Claudia Mitooka,Great stroller! Cup holder is awsome. Just had some hard times folding it in the beggining,"I love this umbrella stroller. It's lightweight, the wheels work fine. My toddler has 32 pounds but he's still confortable (for at least 6 months I hope) and he even took a nap in there. The cup holder is awsome! And it also has a storage basket for toys, even a small bag. The only negative point is: it was hard to fold in the beggining. The lock-out bar was kinda stuck. I had to watch some youtube videos and practice. Now it's ok.","https://images-na.ssl-images-amazon.com/images/I/814LNm2liTL._SY1600.jpg, https://images-na.ssl-images-amazon.com/images/I/81mpJREpv7L._SY1600.jpg",,TRUE,https://www.amazon.com/gp/customer-reviews/R3BXTIIMZURL2L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,3,B07GGHVL64,Color: Blue,
09/29/2020,United States,2,Amazon Customer,The wheels ruined this purchase for me,"The will gets stuck all of the time. This stroller is light weight, but so hard to maneuver because of the wheels. Also not a stroller for someone who is tall, I'm 5'6 and the handles were still pretty low.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2RAQGG581L1GJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/29/2020,United States,1,Johanna Banick,Don't waste your money on this!,"The teeth on the front wheel arrived damaged from the manufacturer. I emailed the company direct and it took weeks till someone got back to me. Also the front wheels don't turn, making it difficult to use. Definitely not worth what I paid.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R1R7MHV7PNU99J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/25/2020,United States,5,Beachresc,Let’s of storage and light weight,Loved everything about it. Super light weight with some storagr,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3J28TRD0JD8B7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
09/23/2020,United States,1,Lisa Hilliard,Great for the price!,This stroller does not recline for napping position as advertised.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3J818V67C97AX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/23/2020,United States,3,Amazon Customer,Wheels I not touch ground,The front wheels do not touch the ground completely which makes it difficult to stroll at times. It is also short. I do like the double cup holder and the shoulder straps.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RVFVZ8KB25AJU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
09/21/2020,United States,2,Jessica,Do not buy,I was very pleased with this stroller at first. Love the hanging basket with cup holders and storage at the bottom. Within a couple days of using this stroller one of the wheels stopped spinning and started making this squeaking noise that is extremely annoying. I will be returning my stroller.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RKNM18JMVWFTQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
09/21/2020,United States,5,Evan A.,I love it for my baby,"I love it for my baby and he loves it too. Its light weight, easy to maneuver yet well built. My wife uses it some times to put my baby to sleep by rocking him in it. The front tires can be adjusted to make sure it goes straight only for smooth front and back motion. Very happy with the purchase and great price as well.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3STI9LHFCXVJY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/20/2020,United States,3,Joyce Fitzpatrick,Everything,Disappointed.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R39L1PXY0KMO3W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
09/19/2020,United States,5,YESSEL,very convenien,super confortable,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3P89DFKM05GG4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
09/14/2020,United States,5,Amazon Customer,Great value,The product exceeded expectations,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3ONNNBXSVHJ07/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
09/13/2020,United States,1,TheirMom,Front wheels don’t turn,The front wheels doesn’t even turn..I have to pull it back & ride the back wheels to turn the stroller..,,,TRUE,https://www.amazon.com/gp/customer-reviews/RLA3QAS2NL4WO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
09/11/2020,United States,5,Yinet vasquez,Muy bueno,"Me bueno , y de muy buena calidad..",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3DPWAW79K4JUK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
09/11/2020,United States,3,Sadia,Cheap but lightweight!!!,"The media could not be loaded.
  
  
  
  
  
  
  
  
 

 

 

 

 

 

 

 

  
  
   It’s lightweight enough for me to lift without straining myself.I have a heart condition that cannot handle physical stress; so this stroller is perfect for someone who can’t lift a lot of weight.Easy enough to fold...Quality is not very good but is worth being lightweight with an undercarriage & 2 cup holders!The wheels are made of cheap plastic and didn’t do so well on the park trails-but survived!Great for light shopping sprees.My baby is 6 months old and weighs about 15 lbs. she is not a sitter yet-and is able to be secured safely by the stroller’s straps.Click-easy...Straps are easily adjusted.The canopy is junk. I just put a hat on her instead.I hope this helps you.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2Y6G0QY0KIQCP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,62,B07SRVB6T6,Color: Pink/Black,
09/10/2020,United States,1,Christina.,Do not buy!!!!! You will regret it,I was so happy to receive the stroller! But very disappointed at the fact it looks so cheap!!! It's so hard to make a turn the wheels are damagedBaby is so uncomfortable in it it's so not worth the price!! I didn't believe the views until I got it myself,,,TRUE,https://www.amazon.com/gp/customer-reviews/R24IN6LS92PNKV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
09/10/2020,United States,5,Daisyy,Light weight . Good deal,My toddler fits great in it. Easy to move around with. Super lightweight!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R24KT7B8XGJFN0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
09/08/2020,United States,5,L. G. Martinez,Great Purchase!,I love this stroller! Lots of storage lays back to a good slant for my grand baby to sleep. We thought we weren’t going to get in on time but we were surprised it came quickly!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R2BAR96XY0T5SA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/08/2020,United States,5,Aly Montalto,Great!,Great stroller! We bought this as a second stroller so we wouldn’t have to bring our big bulky one on our vacation. It was very portable and easy to steer! Love having the storage basket underneath as well as the storage with cup holders unlike the traditional small umbrella strollers.,,,TRUE,https://www.amazon.com/gp/customer-reviews/RU73D6L99OJHV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/07/2020,United States,5,Amazon Customer,good value,great value compact well built,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1YQOR4A4QC0SG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/07/2020,United States,3,click and go,Disappointing for the price,"The wheels on this stroller are very cheap. The box it came in was crushed, I was surprised that no pieces were missing with the gaping hole in the box. You must put the wheels on yourself. One set of wheels isn’t aligned properly, we tried to bend them back into place, but still not perfect. The wheels are very flimsy plastic. Overall the fabric of the stroller is also very thin. Not sure it could hold up to 50 pounds as stated. The latch to fold and unfold isn’t easy to use either. This umbrella stroller would get a better rating if I paid under $30 but for $69.99 it is very cheaply made. I don’t expect it to last long. If I didn’t need it immediately for my visiting grandchild I would have returned it. I’m very surprised that this umbrella stroller got such good reviews. I do not recommend.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R2PX0YY9DBPEBI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
09/06/2020,United States,3,Ellie,Low quality,We did not like the quality and returned back.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R376YJURZSO45E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
09/02/2020,United States,5,christi,Great value!,Works great as a spare! Baby seems very comfortable in it and the straps are very secure.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R28EZM6YNS3JFZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
08/30/2020,United States,2,PhayesJ,Not crazy about it,The sunshade pops off every time I try to adjust which is super annoying. It seems to pull to the left. Just not a fan.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1721G1S195KSK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
08/28/2020,United States,5,meredithrutland,Excellent stroller for traveling!! Highly recommend!,We got this to take with us to Disney! It did not disappoint! Love the storage pocket- that was hard to find on these small strollers. Cup holders are so convenient. Very easy to fold and unfold quickly which was great for Disney transportation. Lightweight and doesn’t take up much space. Love the recline feature. She fell asleep in it before we left the park. Perfect size for my 3 year old that’s about 30lbs.,,,TRUE,https://www.amazon.com/gp/customer-reviews/R1INKA8L0TLDL8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,4,B07P1YSC18,Color: Gray,
08/27/2020,United States,5,kgprice,Love this stroller,"We've been tons of places with this stroller. It's super easy to fold up and lightweight to get in and out of the car. Our kiddo loves anywhere we go in it! It holds two water bottles and has zipper storage, perfect for keys and sunglasses. The bottom storage is sufficient for travel diaper bag and a few other small items.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3HGQKP70D01XY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07P1YSC18,Color: Gray,
08/22/2020,United States,3,Jess,Lightweight!,I really liked how light weight it is! But it’s like crooked off centered I guess but the front wheels don’t turn I’ve tried everything. I over all like the stroller just some little things that are a bummer,,,TRUE,https://www.amazon.com/gp/customer-reviews/RAM7P61T6YHG3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
08/22/2020,United States,3,Toni,Great size for travel,"Arrived really quick, my husband was able to put it together very quick. It is great for a quick trip and a gives you more storage room while traveling. What I don’t like is how low the handles are and it is small so I can tell my daughter isn’t comfortable compare to her other one we have",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3ME672D62ZEQD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
08/21/2020,United States,4,Magdalena,Easier to carry around,It’s a little beat up but it’s really lightweight and easy to maneuver! So glad I don’t have to push around and carry the huge stroller that comes with the car seat 9/10 Definitely have much more room n my trunk as well,,,TRUE,https://www.amazon.com/gp/customer-reviews/RLEECK0GXECKO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
08/20/2020,United States,3,Melissa L. Brown,Decent but not overly flexible,Great portability and sturdiness; only real big issue is that the wheels in front and back do not swivel to make turns very easy. I find myself dragging the stroller during turns which is annoying.Otherwise love the overhead coverage and cargo net below to hold a few small items. Cup holders have come in handy too!,,,TRUE,https://www.amazon.com/gp/customer-reviews/R29MODBPN8GB4E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
08/19/2020,United States,1,Sumer_Shopping,Don’t buy,"Terrible stroller, wheel came off right away, the shade top gets folded and doesn’t unfold properly. Very poor back support for baby, cant sit up very well, spend a little more on a better stroller.",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3FMGQSZU1VZC9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07GGHVL64,Color: Blue,
08/15/2020,United States,5,Marlen,Súper recomendado,"Espectacular,me encanto!!💖😍",,,TRUE,https://www.amazon.com/gp/customer-reviews/R34A5C9BU8EYB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
08/12/2020,United States,5,Janelle,Quick shipping,"Quick shipping! Easy to assemble! Smooth for the baby but the only thing is folding the stroller it’s hard so, I have to kick it to fold it. Other then that the price is amazing!",https://images-na.ssl-images-amazon.com/images/I/81nG5Qj-s2L._SY1600.jpg,,TRUE,https://www.amazon.com/gp/customer-reviews/R1L0V31TVJHZFR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,1,B07SRVB6T6,Color: Pink/Black,
08/09/2020,United States,3,Whitney Hill,You get what you pay for,"I wanted a good middle of the road umbrella troller for travel. Having used it a couple of times, it’s okay at best. It’s really challenging to fold. They did not have a mom with her hands full in mind when they designed it. If you have high expectations for a umbrella stroller, I suggest spending a bit more. Looks better than it performs.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RRG753P91SN6E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07P1YSC18,Color: Gray,
08/09/2020,United States,2,MamaDoc,Just buy a $20 stroller.,"Bought this one based on recommendations rather than a basic $20 character umbrella stroller and we are regretting it. This thing feels cheap and is hard to push, it goes every which way all the time. The handle is too short for my husband and I (though we are tall) and requires both hands of course, and we always end up kicking the back. We thought this would get us through until we can get our Baby Jogger back (quarantined!) but we are here to buy something better because this thing is such a struggle.",,,FALSE,https://www.amazon.com/gp/customer-reviews/R1XPUWW1I6KPS4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07GGHVL64,Color: Blue,
08/07/2020,United States,5,Layla,Lightweight,This Carriage is lightweight and my daughter loves to just sit in it and watch TV sometimes she is 3 years old and when it's hot we like to put her in the stroller and take her to daycare I would recommend this stroller for just small walks,,,TRUE,https://www.amazon.com/gp/customer-reviews/R3RZLS9BUSV1EP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,0,B07SRVB6T6,Color: Pink/Black,
